TransactionID,AccountID,TransactionAmount,PreviousTransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,cluster
TX001718,AC00121,80.97,2023-01-09 17:27:58,debit,seattle,D000255,146.69.70.214,M026,online,38.0,doctor,157.0,1.0,5926.31,2024-11-04 08:09:06,2
TX000004,AC00070,184.5,2023-05-05 16:32:11,debit,raleigh,D000187,200.13.225.150,M002,online,26.0,student,25.0,1.0,8569.06,2024-11-04 08:09:06,1
TX000197,AC00426,199.39,2023-08-21 16:16:22,unknown,colorado springs,D000304,194.88.79.54,M023,branch,69.0,retired,165.0,1.0,7264.79,2024-11-04 08:09:06,4
TX002507,AC00258,92.24,2023-04-13 17:45:33,debit,philadelphia,D000531,189.183.50.147,M076,branch,60.0,engineer,93.0,1.0,6937.48,2024-11-04 08:09:06,4
TX001111,AC00345,390.77,2023-10-30 16:02:32,debit,portland,D000548,180.224.54.115,M045,online,44.0,doctor,34.0,1.0,5500.56,2024-11-04 08:09:06,4
TX000812,AC00227,115.22,2023-12-08 17:05:33,debit,san francisco,D000185,76.0.164.168,M063,branch,27.0,engineer,108.0,1.0,906.2,2024-11-04 08:09:07,3
TX001204,AC00490,48.05,2023-05-18 17:34:20,debit,new york,D000668,125.225.212.244,M060,branch,27.0,engineer,38.0,1.0,5334.97,2024-11-04 08:09:07,3
TX001384,AC00261,508.73,2023-07-14 16:22:54,debit,chicago,D000316,172.184.35.29,M071,branch,59.0,retired,89.0,1.0,7640.57,2024-11-04 08:09:07,4
TX001193,AC00498,841.5,2023-05-22 16:33:16,credit,atlanta,D000659,207.157.126.125,M020,branch,25.0,student,287.0,1.0,352.31,2024-11-04 08:09:07,0
TX002044,AC00032,211.695,2023-03-20 18:51:53,debit,portland,D000390,149.46.124.220,M070,branch,21.0,student,117.0,1.0,6178.77,2024-11-04 08:09:07,3
TX001583,AC00447,160.24,2023-08-08 17:06:41,debit,washington,D000378,98.39.212.221,M019,atm,31.0,engineer,15.0,1.0,5526.97,2024-11-04 08:09:07,3
TX000306,AC00431,378.85,2023-06-16 17:21:15,debit,virginia beach,D000043,192.95.36.246,M089,branch,78.0,retired,126.0,1.0,2300.53,2024-11-04 08:09:07,4
TX001144,AC00258,189.03,2023-04-20 17:54:10,debit,oklahoma city,D000074,41.82.55.163,M046,atm,28.0,student,50.0,1.0,1916.46,2024-11-04 08:09:07,3
TX001654,AC00166,81.15,2023-02-17 16:28:12,debit,miami,D000311,156.173.170.140,M059,atm,19.0,student,114.0,1.0,1595.26,2024-11-04 08:09:07,3
TX001117,AC00105,122.35,2023-04-12 17:50:15,unknown,atlanta,D000649,219.219.117.136,M008,branch,53.0,retired,188.0,1.0,6472.5,2024-11-04 08:09:08,2
TX002416,AC00459,414.49,2023-02-13 16:03:33,credit,phoenix,D000311,109.42.41.157,M051,online,58.0,doctor,108.0,1.0,12709.58,2024-11-04 08:09:08,1
TX002239,AC00251,433.53,2023-10-19 17:06:57,debit,philadelphia,D000573,166.79.195.157,M098,branch,38.0,doctor,231.0,1.0,6368.32,2024-11-04 08:09:08,2
TX001580,AC00028,398.36,2023-06-27 16:52:00,debit,columbus,D000022,80.58.55.129,M006,atm,22.0,student,56.0,1.0,1863.7,2024-11-04 08:09:08,3
TX002178,AC00272,354.91,2023-12-18 16:33:07,debit,boston,D000174,172.111.76.65,M086,atm,74.0,retired,191.0,1.0,3872.55,2024-11-04 08:09:08,4
TX001210,AC00125,476.03,2023-09-01 16:12:35,credit,houston,D000470,130.92.201.49,M003,branch,77.0,retired,99.0,1.0,5958.34,2024-11-04 08:09:08,4
TX000700,AC00116,261.69,2023-11-27 17:29:25,debit,philadelphia,D000117,197.52.3.107,M042,atm,53.0,retired,84.0,1.0,5126.65,2024-11-04 08:09:09,4
TX001003,AC00062,476.63,2023-07-25 17:17:49,debit,charlotte,D000697,32.13.122.242,M037,atm,79.0,retired,115.0,1.0,4894.25,2024-11-04 08:09:09,4
TX000623,AC00354,1162.42,2023-08-23 16:35:42,credit,detroit,D000153,62.152.134.92,M009,online,30.0,doctor,45.0,1.0,10357.26,2024-11-04 08:09:09,0
TX000550,AC00257,73.88,2023-01-02 16:27:18,debit,charlotte,D000611,142.148.226.178,M015,online,39.0,doctor,34.0,1.0,6474.41,2024-11-04 08:09:09,1
TX001806,AC00354,491.91,2023-01-09 17:15:18,debit,milwaukee,D000314,193.217.248.188,M036,online,78.0,retired,155.0,1.0,2421.94,2024-11-04 08:09:09,4
TX000168,AC00332,506.28,2023-05-02 17:03:29,credit,chicago,D000606,110.150.1.201,M010,online,53.0,retired,162.0,2.0,1309.95,2024-11-04 08:09:09,0
TX000672,AC00372,986.81,2023-03-31 16:52:35,credit,houston,Unknown,145.76.10.8,M039,online,68.0,doctor,127.0,1.0,14881.77,2024-11-04 08:09:09,0
TX000089,AC00438,9.61,2023-06-22 18:37:29,credit,san diego,D000453,132.127.5.187,M043,online,58.0,doctor,179.0,1.0,12883.91,2024-11-04 08:09:10,1
TX002135,AC00064,50.43,2023-07-10 16:06:28,debit,san jose,D000043,161.195.172.148,M057,branch,32.0,doctor,51.0,1.0,9794.26,2024-11-04 08:09:10,1
TX002096,AC00082,436.77,2023-09-28 16:14:49,debit,jacksonville,D000281,48.31.196.24,M075,atm,20.0,student,176.0,1.0,825.69,2024-11-04 08:09:11,3
TX001354,AC00312,1510.71,2023-06-15 16:48:29,debit,oklahoma city,D000106,193.209.134.233,M060,online,66.0,retired,51.0,1.0,2060.02,2024-11-04 08:09:11,0
TX000688,AC00330,42.42,2023-06-01 17:19:57,debit,sacramento,D000068,61.95.76.233,M042,online,21.0,student,102.0,1.0,490.57,2024-11-04 08:09:11,3
TX001119,AC00202,461.25,2023-08-28 17:32:47,credit,sacramento,D000612,136.172.149.77,M044,online,54.0,doctor,171.0,1.0,676.1,2024-11-04 08:09:11,0
TX002480,AC00275,261.45,2023-10-27 17:02:06,credit,oklahoma city,D000005,73.156.208.26,M071,online,50.0,engineer,96.0,1.0,6735.74,2024-11-04 08:09:11,4
TX001774,AC00369,169.97,2023-12-07 17:33:16,credit,san diego,D000183,144.228.168.6,M060,atm,22.0,student,12.0,1.0,6269.12,2024-11-04 08:09:12,3
TX000637,AC00357,100.99,2023-05-29 16:20:29,debit,new york,D000466,109.105.179.186,M078,atm,68.0,doctor,114.0,1.0,8865.27,2024-11-04 08:09:12,4
TX000793,AC00468,253.55,2023-01-11 16:56:58,debit,jacksonville,D000112,41.82.55.163,M007,atm,28.0,engineer,85.0,5.0,2797.26,2024-11-04 08:09:12,3
TX000491,AC00166,0.99,2023-09-13 16:55:14,debit,los angeles,D000503,187.199.178.27,M029,atm,45.0,engineer,133.0,1.0,4317.85,2024-11-04 08:09:12,4
TX001169,AC00120,202.55,2023-11-14 18:49:52,debit,dallas,D000028,51.250.46.149,M029,atm,21.0,student,34.0,2.0,701.73,2024-11-04 08:09:12,3
TX000391,AC00251,426.93,2023-12-25 17:05:00,debit,omaha,D000129,3.70.1.133,M054,atm,19.0,student,248.0,1.0,476.19,2024-11-04 08:09:12,2
TX000576,AC00013,33.46,2023-02-20 16:52:03,debit,seattle,D000617,189.248.139.91,M003,atm,72.0,retired,111.0,1.0,3641.07,2024-11-04 08:09:12,4
TX001754,AC00426,668.78,2023-10-23 17:25:04,debit,mesa,D000217,11.188.75.155,M094,atm,20.0,student,141.0,1.0,983.68,2024-11-04 08:09:12,0
TX002278,AC00177,311.28,2023-05-22 16:41:12,debit,atlanta,D000515,188.205.152.176,M045,branch,49.0,doctor,198.0,1.0,135.96,2024-11-04 08:09:13,2
TX000786,AC00211,411.52,2023-01-10 17:40:16,debit,los angeles,D000494,52.1.78.30,M023,atm,41.0,doctor,88.0,1.0,11108.39,2024-11-04 08:09:13,1
TX001123,AC00204,219.02,2024-01-01 16:30:58,credit,san diego,D000442,187.223.139.194,M093,online,54.0,engineer,68.0,1.0,7375.73,2024-11-04 08:09:13,4
TX002458,AC00315,79.92,2023-02-06 17:32:11,debit,miami,D000193,42.3.3.101,M003,atm,44.0,engineer,274.0,2.0,9138.76,2024-11-04 08:09:14,2
TX001214,AC00170,1192.2,2023-12-21 16:21:27,credit,jacksonville,D000174,40.10.25.102,M093,unknown,60.0,retired,103.0,5.0,7816.41,2024-11-04 08:09:14,0
TX000523,AC00360,463.92,2023-03-13 16:41:12,debit,mesa,D000533,199.103.32.145,M010,online,50.0,engineer,199.0,1.0,2403.39,2024-11-04 08:09:14,2
TX000581,AC00378,118.1,2023-10-31 16:49:13,debit,memphis,D000023,110.243.14.36,M071,online,54.0,engineer,167.0,1.0,895.66,2024-11-04 08:09:14,4
TX001850,AC00201,14.26,2023-11-27 17:04:28,debit,virginia beach,D000122,62.152.134.92,M094,branch,50.0,engineer,37.0,1.0,2475.65,2024-11-04 08:09:14,4
TX001386,AC00292,23.01,2023-06-09 18:33:04,debit,las vegas,D000363,55.154.161.250,M090,branch,63.0,retired,166.0,1.0,5958.75,2024-11-04 08:09:14,4
TX002146,AC00116,5.29,2023-03-08 18:51:57,debit,indianapolis,D000479,23.92.205.75,M062,online,52.0,doctor,276.0,1.0,11263.89,2024-11-04 08:09:14,2
TX001179,AC00204,752.69,2023-05-29 18:55:01,credit,dallas,D000181,1.98.25.114,M056,atm,65.0,doctor,115.0,1.0,14489.69,2024-11-04 08:09:14,1
TX000750,AC00455,199.84,2023-01-16 16:01:34,debit,dallas,D000330,48.19.99.211,M082,atm,21.0,student,150.0,1.0,706.44,2024-11-04 08:09:14,3
TX002219,AC00248,590.68,2023-09-25 16:56:21,debit,washington,D000249,179.43.245.131,M037,branch,27.0,student,23.0,1.0,852.2,2024-11-04 08:09:15,3
TX000389,AC00279,99.36,2023-05-09 16:55:54,debit,seattle,D000019,93.151.52.152,M004,atm,40.0,doctor,46.0,1.0,1272.12,2024-11-04 08:09:15,3
TX001446,AC00119,88.42,2023-10-18 16:28:19,debit,el paso,D000443,37.143.57.20,M096,atm,62.0,doctor,91.0,1.0,12381.45,2024-11-04 08:09:15,1
TX000376,AC00316,1392.54,2023-11-20 16:51:14,debit,el paso,D000113,63.67.150.226,M013,branch,41.0,doctor,297.0,1.0,13347.69,2024-11-04 08:09:15,0
TX000056,AC00374,316.95,2023-08-04 17:53:40,debit,mesa,D000013,81.102.230.41,M052,branch,25.0,student,83.0,1.0,1324.03,2024-11-04 08:09:15,3
TX001091,AC00286,7.79,2023-06-16 17:33:15,debit,los angeles,D000214,221.105.243.251,M097,branch,34.0,doctor,298.0,1.0,1319.85,2024-11-04 08:09:15,2
TX001351,AC00351,203.12,2023-01-18 16:59:48,debit,san jose,D000004,77.21.150.75,M078,atm,56.0,retired,181.0,1.0,1562.39,2024-11-04 08:09:15,2
TX000451,AC00495,745.03,2023-08-03 17:42:02,debit,fort worth,D000031,30.92.249.132,M075,online,28.0,student,231.0,1.0,160.57,2024-11-04 08:09:15,0
TX000171,AC00474,777.88,2023-03-20 16:58:12,debit,houston,D000436,139.23.212.102,M018,branch,31.0,engineer,17.0,1.0,6825.55,2024-11-04 08:09:15,0
TX000886,AC00133,11.46,2023-02-13 16:53:17,credit,san francisco,D000315,13.188.62.74,M092,online,41.0,engineer,128.0,1.0,2356.71,2024-11-04 08:09:16,3
TX002012,AC00248,585.58,2023-09-04 16:13:40,debit,raleigh,D000580,175.166.115.182,M091,branch,23.0,student,55.0,1.0,1729.02,2024-11-04 08:09:16,3
TX001252,AC00153,95.78,2023-03-23 17:09:53,debit,atlanta,D000211,221.23.158.87,M061,online,22.0,student,27.0,1.0,271.64,2024-11-04 08:09:16,3
TX002344,AC00448,27.61,2023-03-10 16:28:07,credit,fort worth,D000463,116.43.88.219,M015,atm,54.0,retired,26.0,1.0,3679.64,2024-11-04 08:09:16,4
TX000340,AC00299,23.71,2023-09-18 16:04:52,debit,atlanta,D000284,2.61.10.58,M005,branch,58.0,doctor,164.0,1.0,10788.89,2024-11-04 08:09:16,1
TX002266,AC00089,241.21,2023-09-25 16:37:04,debit,omaha,D000264,116.237.223.50,M037,atm,31.0,engineer,108.0,1.0,1220.86,2024-11-04 08:09:16,3
TX000407,AC00401,364.42,2023-10-10 17:07:27,debit,colorado springs,D000469,120.32.147.210,M078,atm,51.0,engineer,146.0,1.0,8119.73,2024-11-04 08:09:16,1
TX002182,AC00189,13.3,2023-06-06 16:36:30,debit,san antonio,D000167,144.228.168.6,M009,atm,23.0,student,63.0,1.0,213.0,2024-11-04 08:09:17,3
TX001926,AC00062,138.33,2023-07-07 17:58:29,debit,dallas,D000183,31.127.129.152,M011,online,21.0,student,69.0,1.0,232.56,2024-11-04 08:09:17,3
TX000287,AC00087,35.99,2023-01-19 16:14:12,debit,miami,D000270,162.207.77.170,M023,branch,63.0,retired,129.0,1.0,4489.79,2024-11-04 08:09:17,4
TX000883,AC00474,119.01,2023-03-13 17:26:41,debit,philadelphia,D000418,14.200.197.126,M069,atm,45.0,doctor,87.0,1.0,9798.26,2024-11-04 08:09:17,1
TX000936,AC00320,20.64,2023-04-20 16:01:05,debit,charlotte,D000063,197.23.128.119,M079,branch,22.0,student,59.0,1.0,949.38,2024-11-04 08:09:17,3
TX001021,AC00337,309.56,2023-06-05 17:29:48,debit,charlotte,D000591,6.204.110.7,M094,online,58.0,doctor,147.0,1.0,972.04,2024-11-04 08:09:17,4
TX001862,AC00131,88.29,2023-01-20 16:46:06,credit,houston,D000101,194.29.57.163,M039,online,50.0,engineer,287.0,1.0,5245.93,2024-11-04 08:09:17,2
TX000031,AC00367,28.31,2023-07-17 17:49:22,credit,miami,D000587,35.67.21.23,M091,online,59.0,doctor,20.0,1.0,8334.47,2024-11-04 08:09:17,4
TX002333,AC00297,414.64,2023-04-03 16:27:24,unknown,mesa,D000698,158.129.49.240,M060,branch,32.0,doctor,74.0,1.0,7253.22,2024-11-04 08:09:17,1
TX001533,AC00218,170.45,2023-01-05 16:56:49,debit,san francisco,D000560,50.202.8.53,M026,branch,60.0,engineer,199.0,1.0,2284.41,2024-11-04 08:09:17,2
TX000497,AC00114,286.5,2023-10-23 16:58:04,credit,boston,D000602,16.128.130.153,M097,branch,30.0,engineer,60.0,1.0,8517.95,2024-11-04 08:09:17,1
TX000234,AC00345,91.48,2023-01-23 16:50:31,debit,fort worth,D000295,160.74.183.38,M081,atm,51.0,doctor,141.0,1.0,14942.78,2024-11-04 08:09:17,1
TX000419,AC00365,266.57,2023-09-26 17:07:06,debit,el paso,D000223,91.204.200.167,M031,atm,72.0,retired,100.0,1.0,7676.92,2024-11-04 08:09:17,4
TX000760,AC00005,417.8,2023-06-26 16:21:14,credit,philadelphia,D000630,49.31.186.82,M066,branch,27.0,student,130.0,1.0,1518.82,2024-11-04 08:09:17,3
TX000076,AC00239,232.12,2023-12-28 17:31:03,debit,unknown,D000073,156.173.170.140,M066,atm,37.0,engineer,51.0,1.0,6689.87,2024-11-04 08:09:17,1
TX000076,AC00239,232.12,2023-12-28 17:31:03,debit,omaha,D000073,156.173.170.140,M066,atm,37.0,engineer,51.0,1.0,6689.87,2024-11-04 08:09:17,1
TX000382,AC00021,180.24,2023-07-03 17:03:48,debit,phoenix,D000106,169.67.220.37,M098,branch,58.0,engineer,144.0,1.0,8431.23,2024-11-04 08:09:17,1
TX001547,AC00123,100.38,2023-11-27 17:51:15,debit,seattle,D000548,71.93.189.160,M060,branch,63.0,doctor,49.0,1.0,10171.68,2024-11-04 08:09:18,1
TX000798,AC00208,435.86,2023-12-29 17:17:48,debit,jacksonville,D000471,147.125.143.41,M075,atm,56.0,retired,134.0,1.0,3801.82,2024-11-04 08:09:18,4
TX001771,AC00022,1.82,2023-04-13 17:35:38,debit,san francisco,D000652,146.250.144.172,M009,online,80.0,retired,60.0,1.0,5571.39,2024-11-04 08:09:18,4
TX001129,AC00279,144.93,2023-05-16 16:32:00,debit,fresno,D000136,141.121.30.32,M093,branch,42.0,engineer,74.0,1.0,6887.52,2024-11-04 08:09:18,1
TX001610,AC00273,1431.33,2023-01-17 17:50:51,debit,charlotte,D000434,13.88.251.53,M075,atm,30.0,doctor,49.0,1.0,5567.98,2024-11-04 08:09:18,0
TX000768,AC00481,327.8,2023-11-23 17:44:29,debit,san francisco,D000517,90.111.245.138,M054,atm,61.0,doctor,54.0,1.0,10585.48,2024-11-04 08:09:18,1
TX001221,AC00291,743.03,2023-07-27 16:55:39,debit,new york,D000103,73.54.203.165,M050,atm,50.0,engineer,174.0,1.0,4111.38,2024-11-04 08:09:19,0
TX002430,AC00464,83.6,2023-12-29 18:29:23,debit,san jose,D000236,79.227.202.117,M090,atm,47.0,doctor,192.0,1.0,13899.24,2024-11-04 08:09:19,1
TX001403,AC00133,447.95,2023-01-11 17:27:56,debit,tucson,D000442,19.20.13.234,M002,branch,29.0,engineer,75.0,1.0,7544.4,2024-11-04 08:09:20,1
TX000020,AC00285,71.48,2023-06-08 18:18:50,credit,columbus,D000039,120.170.93.69,M039,online,18.0,student,169.0,1.0,6568.59,2024-11-04 08:09:20,3
TX000977,AC00007,466.64,2023-09-04 16:57:31,debit,las vegas,D000327,131.41.45.13,M082,atm,58.0,doctor,11.0,1.0,10915.11,2024-11-04 08:09:20,1
TX001500,AC00449,265.37,2023-05-26 17:56:17,debit,washington,D000633,173.252.44.183,M013,branch,33.0,engineer,77.0,1.0,5229.95,2024-11-04 08:09:20,3
TX000744,AC00360,46.75,2023-07-31 17:37:31,debit,colorado springs,D000469,196.244.194.198,M078,branch,67.0,retired,150.0,1.0,2840.43,2024-11-04 08:09:20,4
TX000549,AC00041,124.59,2023-05-05 17:32:18,debit,charlotte,D000037,85.239.236.80,M025,branch,27.0,student,171.0,1.0,129.29,2024-11-04 08:09:21,3
TX000993,AC00090,839.33,2023-05-02 16:03:23,credit,louisville,D000579,174.61.77.54,M071,branch,60.0,doctor,86.0,1.0,11538.97,2024-11-04 08:09:21,0
TX001279,AC00297,587.23,2023-07-31 17:54:28,debit,omaha,D000010,50.202.8.53,M007,online,27.0,student,144.0,1.0,500.84,2024-11-04 08:09:21,0
TX000508,AC00491,37.57,2023-04-26 18:35:50,debit,el paso,D000422,173.135.78.201,M048,atm,57.0,retired,42.0,1.0,7739.54,2024-11-04 08:09:21,4
TX001540,AC00344,175.02,2023-04-10 16:23:53,debit,phoenix,D000609,105.6.30.244,M092,online,28.0,student,71.0,1.0,1493.88,2024-11-04 08:09:21,3
TX002208,AC00430,5.76,2023-08-28 17:13:52,debit,houston,D000277,145.246.171.225,M070,branch,38.0,unknown,164.0,1.0,5859.79,2024-11-04 08:09:21,2
TX002211,AC00349,23.14,2023-11-15 17:23:40,credit,mesa,D000555,122.30.82.244,M064,online,47.0,doctor,93.0,1.0,10536.54,2024-11-04 08:09:21,1
TX000436,AC00452,778.49,2023-07-03 16:48:21,credit,omaha,D000102,161.71.2.223,M054,online,75.0,retired,107.0,1.0,7713.67,2024-11-04 08:09:21,0
TX000165,AC00383,211.695,2023-11-24 18:51:32,debit,kansas city,D000281,198.39.35.23,M100,branch,51.0,retired,137.0,1.0,1475.46,2024-11-04 08:09:21,4
TX001274,AC00431,1235.69,2023-05-24 16:14:34,credit,san jose,D000216,69.82.61.135,M048,branch,20.0,student,118.0,1.0,420.25,2024-11-04 08:09:22,0
TX000109,AC00423,503.76,2023-11-27 18:32:49,debit,los angeles,D000518,216.151.64.40,M083,online,22.0,student,35.0,1.0,447.82,2024-11-04 08:09:22,3
TX000163,AC00257,60.65,2023-05-26 18:15:08,credit,tucson,D000456,10.144.131.89,M085,branch,56.0,retired,53.0,1.0,1047.28,2024-11-04 08:09:22,4
TX001586,AC00254,165.91,2023-03-15 17:40:16,debit,jacksonville,D000574,1.198.76.182,M084,atm,26.0,student,84.0,1.0,587.12,2024-11-04 08:09:22,3
TX001935,AC00051,256.8,2023-02-24 16:49:51,debit,charlotte,D000143,173.232.121.213,M014,atm,26.0,student,80.0,1.0,1128.38,2024-11-04 08:09:22,3
TX000392,AC00116,133.73,2023-05-16 16:21:42,credit,san jose,D000664,83.80.89.29,M001,online,25.0,student,123.0,1.0,1872.22,2024-11-04 08:09:22,3
TX001406,AC00006,611.15,2023-08-11 17:12:30,debit,detroit,D000044,51.250.46.149,M009,atm,27.0,student,121.0,1.0,892.83,2024-11-04 08:09:23,0
TX000952,AC00017,492.84,2023-03-01 17:43:22,debit,indianapolis,D000514,81.248.235.147,M081,atm,25.0,student,38.0,1.0,577.67,2024-11-04 08:09:23,3
TX000417,AC00434,617.36,2023-11-21 17:05:17,debit,kansas city,D000137,42.219.228.159,M035,unknown,29.0,engineer,61.0,1.0,8926.38,2024-11-04 08:09:23,0
TX000947,AC00317,179.76,2023-07-12 16:11:30,debit,philadelphia,D000038,193.190.29.63,M039,online,78.0,retired,81.0,1.0,5909.52,2024-11-04 08:09:23,4
TX001741,AC00495,24.34,2023-11-29 17:15:02,debit,raleigh,D000108,16.250.113.156,M051,branch,54.0,engineer,110.0,1.0,6659.12,2024-11-04 08:09:23,4
TX002383,AC00119,761.73,2023-09-11 17:15:04,debit,columbus,D000191,89.6.100.149,M075,atm,19.0,student,27.0,1.0,151.28,2024-11-04 08:09:23,0
TX001796,AC00103,449.18,2023-12-25 17:01:44,debit,denver,D000578,195.164.171.146,M006,online,67.0,retired,50.0,1.0,1025.99,2024-11-04 08:09:23,4
TX001172,AC00044,487.32,2023-10-19 18:11:23,debit,kansas city,D000345,35.73.67.98,M005,branch,52.0,doctor,164.0,1.0,7707.96,2024-11-04 08:09:23,0
TX001612,AC00259,35.94,2023-05-08 16:22:52,credit,fresno,D000187,149.84.108.18,M050,branch,23.0,student,141.0,1.0,1697.28,2024-11-04 08:09:24,3
TX000021,AC00002,59.32,2023-02-28 16:36:58,debit,los angeles,D000152,116.44.12.250,M040,branch,71.0,retired,38.0,1.0,5750.89,2024-11-04 08:09:24,4
TX001820,AC00004,365.43,2023-11-23 16:51:06,debit,portland,D000146,136.172.149.77,M014,atm,25.0,student,176.0,1.0,1073.51,2024-11-04 08:09:24,3
TX000130,AC00320,1036.66,2023-07-11 16:39:53,debit,san antonio,D000015,53.218.177.171,M062,branch,58.0,doctor,144.0,1.0,5541.57,2024-11-04 08:09:24,0
TX000892,AC00431,64.21,2023-01-09 16:36:16,debit,omaha,D000527,134.222.122.238,M028,atm,51.0,doctor,37.0,1.0,12540.18,2024-11-04 08:09:24,1
TX001756,AC00405,247.93,2023-08-14 18:08:27,debit,indianapolis,D000082,3.102.127.165,M100,branch,37.0,engineer,79.0,1.0,9801.48,2024-11-04 08:09:24,1
TX000444,AC00273,136.32,2023-10-11 18:50:24,debit,miami,D000548,217.233.219.196,M060,online,19.0,student,113.0,1.0,264.83,2024-11-04 08:09:24,3
TX001370,AC00167,405.6,2023-08-08 17:41:41,debit,tucson,D000643,36.77.94.252,M031,online,37.0,engineer,44.0,1.0,9754.73,2024-11-04 08:09:24,1
TX000107,AC00013,114.98,2023-11-01 16:52:01,debit,seattle,D000182,115.218.48.83,M032,online,59.0,retired,80.0,1.0,6144.68,2024-11-04 08:09:24,4
TX001516,AC00468,170.36,2023-03-27 16:56:29,debit,indianapolis,D000225,133.63.96.21,M091,atm,30.0,doctor,118.0,1.0,6034.73,2024-11-04 08:09:24,3
TX001463,AC00266,11.3,2023-12-01 16:33:43,credit,louisville,D000528,10.191.172.154,M044,online,55.0,retired,41.0,1.0,1938.99,2024-11-04 08:09:25,4
TX002068,AC00179,994.63,2023-06-21 16:00:07,debit,austin,D000345,147.119.62.178,M030,online,61.0,doctor,158.0,1.0,13538.14,2024-11-04 08:09:25,0
TX001910,AC00151,301.47,2023-01-26 16:13:15,debit,colorado springs,D000030,36.13.239.172,M040,branch,21.0,student,291.0,1.0,560.73,2024-11-04 08:09:25,2
TX000544,AC00316,552.02,2023-11-30 16:51:46,credit,chicago,D000061,156.173.170.140,M048,atm,44.0,engineer,100.0,1.0,522.08,2024-11-04 08:09:25,0
TX001915,AC00347,137.84,2023-11-13 16:03:01,debit,omaha,D000553,195.226.203.234,M069,atm,27.0,student,112.0,1.0,1000.35,2024-11-04 08:09:26,3
TX000072,AC00053,143.21,2023-01-13 17:00:16,debit,dallas,D000410,65.164.3.100,M066,online,35.0,engineer,135.0,1.0,6374.82,2024-11-04 08:09:26,1
TX002173,AC00139,345.86,2023-11-20 16:41:44,unknown,omaha,D000448,96.162.11.85,M069,atm,51.0,retired,145.0,1.0,1504.64,2024-11-04 08:09:26,4
TX000366,AC00092,632.69,2023-09-12 16:28:38,debit,denver,D000455,211.97.88.141,M047,atm,80.0,retired,76.0,1.0,4363.74,2024-11-04 08:09:26,4
TX001667,AC00296,506.03,2023-07-12 16:14:08,debit,detroit,D000669,115.30.82.168,M100,branch,21.0,student,21.0,1.0,1123.89,2024-11-04 08:09:26,3
TX002015,AC00252,331.98,2023-08-28 16:40:01,debit,denver,D000302,60.153.124.80,M047,atm,74.0,retired,12.0,1.0,7600.99,2024-11-04 08:09:26,4
TX001764,AC00464,14.0,2023-09-06 16:24:45,debit,san antonio,D000357,106.140.105.35,M063,atm,49.0,engineer,173.0,1.0,7975.18,2024-11-04 08:09:26,2
TX002259,AC00399,65.01,2023-10-24 17:28:18,credit,austin,D000697,93.115.61.201,M004,online,29.0,doctor,67.0,1.0,10235.19,2024-11-04 08:09:26,1
TX002023,AC00011,537.86,2023-09-19 16:44:21,debit,kansas city,D000159,144.228.168.6,M001,online,27.0,student,134.0,1.0,293.06,2024-11-04 08:09:27,3
TX000913,AC00179,213.4,2023-08-14 16:40:38,credit,fort worth,D000203,198.73.211.114,M087,branch,73.0,retired,100.0,1.0,2012.24,2024-11-04 08:09:27,4
TX001267,AC00417,6.03,2023-08-09 18:42:25,debit,chicago,D000358,86.83.61.143,M035,branch,76.0,retired,70.0,1.0,3290.72,2024-11-04 08:09:27,4
TX001174,AC00342,205.65,2023-07-13 16:44:25,debit,houston,D000105,157.164.245.130,M080,branch,62.0,retired,144.0,1.0,3582.16,2024-11-04 08:09:27,4
TX000345,AC00156,1271.9,2023-08-28 16:43:15,debit,houston,D000312,210.136.14.108,M073,atm,47.0,engineer,155.0,1.0,2120.8,2024-11-04 08:09:27,0
TX001307,AC00091,100.01,2023-06-29 16:06:51,debit,philadelphia,D000499,82.115.199.37,M061,atm,50.0,doctor,63.0,1.0,6393.12,2024-11-04 08:09:27,4
TX001672,AC00335,27.25,2023-03-20 16:02:51,credit,kansas city,D000335,200.136.146.93,M082,branch,63.0,retired,92.0,1.0,5365.2,2024-11-04 08:09:28,4
TX000948,AC00377,32.34,2023-06-21 16:52:25,debit,kansas city,D000622,176.96.83.253,M080,branch,44.0,doctor,45.0,1.0,7847.62,2024-11-04 08:09:28,1
TX000972,AC00496,194.37,2023-04-26 17:55:11,debit,milwaukee,D000151,160.160.113.117,M024,atm,66.0,doctor,161.0,1.0,14395.88,2024-11-04 08:09:28,1
TX002163,AC00205,26.3,2023-12-12 16:57:29,debit,virginia beach,D000210,42.219.228.159,M029,atm,32.0,doctor,33.0,1.0,7473.73,2024-11-04 08:09:28,1
TX001128,AC00415,4.72,2023-04-17 16:03:52,debit,fort worth,D000610,45.64.74.86,M051,branch,32.0,engineer,20.0,1.0,4792.01,2024-11-04 08:09:28,3
TX000781,AC00030,456.93,2023-09-26 16:18:33,credit,virginia beach,D000587,214.67.148.245,M006,branch,28.0,engineer,193.0,1.0,7284.76,2024-11-04 08:09:29,2
TX001096,AC00196,21.57,2023-10-26 16:11:13,debit,san francisco,D000655,136.105.231.135,M071,atm,54.0,retired,71.0,1.0,7587.48,2024-11-04 08:09:29,4
